GENE	DEGREE	NUM_SAMPLE_DEREGULATED	FREQUENCY_SAMPLE_DEREGULATED	NUM_SAMPLE_EXPLAINED	NUM_SAMPLE_EXPLAINED	FREQUENCY_SAMPLE_EXPLAINED	EXPLAINED\DEREGULATED	IS_PHENOTYPE
POLR2D_UP	158	3	0.01	2	0.01	0.67	N	0.00000
POLR2H_UP	202	6	0.02	3	0.01	0.50	N	0.00000
POT1_UP	8	52	0.16	2	0.01	0.04	N	0.00000
POU2AF1_UP	5	15	0.05	2	0.01	0.13	N	0.00000
POU2F1_UP	143	1	0.00	1	0.00	1.00	N	0.00000
POU4F1_UP	7	15	0.05	4	0.01	0.27	N	0.00000
PPARG_UP	90	5	0.02	5	0.02	1.00	N	0.00000
PPARGC1A_UP	38	3	0.01	1	0.00	0.33	N	0.00000
PPBP_UP	29	41	0.12	4	0.01	0.10	N	0.00000
PPIB_UP	8	256	0.78	105	0.32	0.41	N	0.00000
PPIC_UP	3	174	0.53	89	0.27	0.51	N	0.00000
PPM1D_UP	3	21	0.06	7	0.02	0.33	N	0.00000
PPP1CB_UP	56	11	0.03	9	0.03	0.82	N	0.00000
PPP1R12A_UP	24	1	0.00	1	0.00	1.00	N	0.00000
PPP1R13L_UP	7	10	0.03	2	0.01	0.20	N	0.00000
PPP1R15A_UP	16	1	0.00	1	0.00	1.00	N	0.00000
PPP4C_UP	9	99	0.30	6	0.02	0.06	N	0.00000
PRC1_UP	2	168	0.51	25	0.08	0.15	N	0.00000
PRCP_UP	3	13	0.04	1	0.00	0.08	N	0.00000
PRDX4_UP	2	202	0.62	4	0.01	0.02	N	0.00000
PRF1_UP	9	14	0.04	4	0.01	0.29	N	0.00000
PRIM1_UP	40	36	0.11	35	0.11	0.97	N	0.00000
PRKAA1_UP	33	3	0.01	1	0.00	0.33	N	0.00000
PRKAB1_UP	30	1	0.00	1	0.00	1.00	N	0.00000
PRKCD_UP	119	1	0.00	1	0.00	1.00	N	0.00000
PRKCH_UP	84	3	0.01	3	0.01	1.00	N	0.00000
PRKD1_UP	50	104	0.32	81	0.25	0.78	Y	0.00000
PRKD2_UP	35	9	0.03	4	0.01	0.44	N	0.00000
PRKD3_UP	35	49	0.15	27	0.08	0.55	Y	0.00000
PRKDC_UP	45	25	0.08	22	0.07	0.88	N	0.00000
PRKX_UP	71	23	0.07	16	0.05	0.70	N	0.00000
PRL_UP	8	3	0.01	1	0.00	0.33	N	0.00000
PROS1_UP	14	223	0.68	82	0.25	0.37	N	0.00000
PRPF4_UP	108	1	0.00	1	0.00	1.00	N	0.00000
PRPF4B_UP	12	5	0.02	3	0.01	0.60	N	0.00000
PRPH_UP	6	17	0.05	9	0.03	0.53	N	0.00000
PRRX1_UP	5	120	0.37	4	0.01	0.03	N	0.00000
PRSS1_UP	5	2	0.01	1	0.00	0.50	N	0.00000
PSIP1_UP	52	2	0.01	1	0.00	0.50	N	0.00000
PSMA2_UP	114	2	0.01	2	0.01	1.00	N	0.00000
PSMA5_UP	110	1	0.00	1	0.00	1.00	N	0.00000
PSMB1_UP	123	1	0.00	1	0.00	1.00	N	0.00000
PSMB10_UP	111	8	0.02	4	0.01	0.50	N	0.00000
PSMB8_UP	102	269	0.82	161	0.49	0.60	N	0.00000
PSMB9_UP	110	227	0.69	178	0.54	0.78	Y	0.00000
PSMD11_UP	96	2	0.01	2	0.01	1.00	N	0.00000
PSMD2_UP	95	1	0.00	1	0.00	1.00	N	0.00000
PSMD9_UP	94	1	0.00	1	0.00	1.00	N	0.00000
PSME1_UP	107	2	0.01	1	0.00	0.50	N	0.00000
PSME2_UP	107	9	0.03	7	0.02	0.78	N	0.00000
PTBP1_UP	135	198	0.60	131	0.40	0.66	N	0.00000
PTCH1_UP	14	6	0.02	3	0.01	0.50	N	0.00000
PTEN_UP	81	3	0.01	2	0.01	0.67	N	0.00000
PTGFR_UP	7	3	0.01	1	0.00	0.33	N	0.00000
PTGS1_UP	4	33	0.10	6	0.02	0.18	N	0.00000
